bulk_id,adsorbate,E_adslab,E_slab,anomaly
mp-30,CO,-0.6524139046669006,-0.75303715467453,False
mp-30,H,-0.10102802515029907,-0.75303715467453,False
mp-30,CHO,0.1792163848876953,-0.75303715467453,False
mp-30,COOH,0.2977411150932312,-0.75303715467453,False
mp-81,CO,-0.3805072605609894,-0.7572426199913025,True
mp-81,H,0.3078458905220032,-0.7572426199913025,False
mp-81,CHO,0.09204143285751343,-0.7572426199913025,False
mp-81,COOH,0.46505600214004517,-0.7572426199913025,False
mp-124,CO,-0.17553585767745972,-0.7569502592086792,False
mp-124,H,0.366832435131073,-0.7569502592086792,False
mp-124,CHO,0.49481719732284546,-0.7569502592086792,False
mp-124,COOH,1.074540615081787,-0.7569502592086792,False
mp-79,CO,-0.07373702526092529,-0.756665825843811,False
mp-79,H,0.3838641047477722,-0.756665825843811,False
mp-79,CHO,0.9510332942008972,-0.756665825843811,False
mp-79,COOH,-0.06917983293533325,-0.756665825843811,False
mp-117,CO,-1.603435754776001,0.13116854429244995,True
mp-117,H,0.8050667643547058,0.13116854429244995,False
mp-117,CHO,-2.6533474922180176,0.13116854429244995,False
mp-117,COOH,-2.387449026107788,0.13116854429244995,False
mp-85,CO,-0.4024399220943451,-0.7481085062026978,True
mp-85,H,0.7471596598625183,-0.7481085062026978,False
mp-85,CHO,1.2147204875946045,-0.7481085062026978,False
mp-85,COOH,-0.2331526279449463,-0.7481085062026978,True
mp-23152,CO,-0.3313218355178833,-0.7543530464172363,False
mp-23152,H,0.7910149693489075,-0.7543530464172363,False
mp-23152,CHO,0.4142302870750427,-0.7543530464172363,True
mp-23152,COOH,0.40156298875808716,-0.7543530464172363,False
mp-20483,CO,-0.36818021535873413,-0.7630770802497864,True
mp-20483,H,0.6723929047584534,-0.7630770802497864,True
mp-20483,CHO,0.45051389932632446,-0.7630770802497864,False
mp-20483,COOH,0.9576346278190613,-0.7630770802497864,False
mp-126,CO,-1.3243257999420166,-0.7620121836662292,False
mp-126,H,-0.30453553795814514,-0.7620121836662292,False
mp-126,CHO,-0.5799192190170288,-0.7620121836662292,False
mp-126,COOH,0.9584396481513977,-0.7620121836662292,False
mp-2,CO,-1.6948866844177246,-0.7521845698356628,False
mp-2,H,-0.3004772663116455,-0.7521845698356628,False
mp-2,CHO,-1.5274779796600342,-0.7521845698356628,True
mp-2,COOH,-0.018844187259674072,-0.7521845698356628,False
mp-23,CO,-1.829920768737793,-0.7479406595230103,False
mp-23,H,-0.4706345200538635,-0.7479406595230103,False
mp-23,CHO,-0.9779562950134277,-0.7479406595230103,False
mp-23,COOH,-0.48422548174858093,-0.7479406595230103,False
mp-13,CO,-1.6693437099456787,-0.7010623216629028,False
mp-13,H,0.11293309926986694,-0.7010623216629028,False
mp-13,CHO,-1.0098295211791992,-0.7010623216629028,False
mp-13,COOH,-0.1962912678718567,-0.7010623216629028,False
mp-54,CO,0.06173020601272583,-0.7404801845550537,False
mp-54,H,-0.4044155776500702,-0.7404801845550537,False
mp-54,CHO,-0.808219313621521,-0.7404801845550537,True
mp-54,COOH,-0.9213792681694031,-0.7404801845550537,True
mp-1184018,CO,-0.8102359771728516,-0.7550126314163208,False
mp-1184018,H,0.3130149245262146,-0.7550126314163208,False
mp-1184018,CHO,0.17720144987106323,-0.7550126314163208,False
mp-1184018,COOH,0.2874014973640442,-0.7550126314163208,False
mp-1184011,CO,-0.8158058524131775,-0.7496952414512634,False
mp-1184011,H,0.1287509799003601,-0.7496952414512634,False
mp-1184011,CHO,-0.16831374168395996,-0.7496952414512634,False
mp-1184011,COOH,0.5716617703437805,-0.7496952414512634,False
mp-1215401,CO,-0.7317526936531067,-0.7587732672691345,False
mp-1215401,H,0.4139801859855652,-0.7587732672691345,False
mp-1215401,CHO,-0.25711458921432495,-0.7587732672691345,True
mp-1215401,COOH,0.13483482599258423,-0.7587732672691345,False
mp-10598,CO,-0.048200368881225586,-0.4566308856010437,False
mp-10598,H,0.9414764046669006,-0.4566308856010437,False
mp-10598,CHO,1.098759412765503,-0.4566308856010437,False
mp-10598,COOH,0.8284111618995667,-0.4566308856010437,False
mp-1018029,CO,-0.37067753076553345,-0.7486858367919922,False
mp-1018029,H,-0.06035393476486206,-0.7486858367919922,False
mp-1018029,CHO,-0.30471113324165344,-0.7486858367919922,False
mp-1018029,COOH,-0.29090115427970886,-0.7486858367919922,False
mp-12086,CO,-0.4376790523529053,-0.7209315896034241,False
mp-12086,H,0.30014413595199585,-0.7209315896034241,False
mp-12086,CHO,-0.6695656180381775,-0.7209315896034241,False
mp-12086,COOH,0.5916371941566467,-0.7209315896034241,False
mp-21985,CO,-0.8126846551895142,-0.7429900765419006,False
mp-21985,H,-0.015481710433959961,-0.7429900765419006,False
mp-21985,CHO,0.8704389929771423,-0.7429900765419006,False
mp-21985,COOH,-0.10730230808258057,-0.7429900765419006,False
mp-1183995,CO,-0.344667911529541,-0.7417563796043396,True
mp-1183995,H,0.17840933799743652,-0.7417563796043396,False
mp-1183995,CHO,0.1163371205329895,-0.7417563796043396,True
mp-1183995,COOH,1.0791029930114746,-0.7417563796043396,False
mp-1008555,CO,-0.34764641523361206,-0.7637943625450134,True
mp-1008555,H,0.15603595972061157,-0.7637943625450134,False
mp-1008555,CHO,0.15573960542678833,-0.7637943625450134,False
mp-1008555,COOH,0.7840129733085632,-0.7637943625450134,True
