bulk_id,formula,adsorbate,E_adslab,E_slab,anomaly
no3rr-Cu3Zn,Cu3Zn,N,0.9154624342918396,-0.7619848847389221,False
no3rr-Cu3Zn,Cu3Zn,NH,0.3445644974708557,-0.7619848847389221,False
no3rr-Cu3Zn,Cu3Zn,NH3,-0.8768503665924072,-0.7619848847389221,True
no3rr-Cu3Sn,Cu3Sn,NO3,5.616243839263916,-0.7184455394744873,False
no3rr-Cu3Sn,Cu3Sn,NO2,4.174012184143066,-0.7184455394744873,False
no3rr-Cu3Sn,Cu3Sn,NO,3.295689105987549,-0.7184455394744873,False
no3rr-Cu3Sn,Cu3Sn,N,1.6606900691986084,-0.7184455394744873,False
no3rr-Cu3Sn,Cu3Sn,NH,0.9530454277992249,-0.7184455394744873,False
no3rr-Cu3Sn,Cu3Sn,NH3,-0.8777866363525391,-0.7184455394744873,True
no3rr-Cu3Ag,AgCu3,NO3,5.36558723449707,-0.7662398815155029,False
no3rr-Cu3Ag,AgCu3,NO2,3.8715405464172363,-0.7662398815155029,False
no3rr-Cu3Ag,AgCu3,NO,3.521294593811035,-0.7662398815155029,False
no3rr-Cu3Ag,AgCu3,N,1.7258527278900146,-0.7662398815155029,False
no3rr-Cu3Ag,AgCu3,NH,1.129091501235962,-0.7662398815155029,False
no3rr-Cu3Ag,AgCu3,NH3,-1.0390857458114624,-0.7662398815155029,False
no3rr-Ni3Cu,CuNi3,NO3,5.233519554138184,-0.7383233308792114,False
no3rr-Ni3Cu,CuNi3,NO2,3.1921932697296143,-0.7383233308792114,False
no3rr-Ni3Cu,CuNi3,NO,1.9730615615844727,-0.7383233308792114,False
no3rr-Ni3Cu,CuNi3,N,-0.286994993686676,-0.7383233308792114,False
no3rr-Ni3Cu,CuNi3,NH,-0.30910930037498474,-0.7383233308792114,False
no3rr-Ni3Cu,CuNi3,NH3,-0.8992454409599304,-0.7383233308792114,True
no3rr-Co3Cu,Co3Cu,NO3,5.062000274658203,-0.7262768149375916,False
no3rr-Co3Cu,Co3Cu,NO2,2.9912617206573486,-0.7262768149375916,False
no3rr-Co3Cu,Co3Cu,NO,1.071582555770874,-0.7262768149375916,False
no3rr-Co3Cu,Co3Cu,N,0.35483986139297485,-0.7262768149375916,False
no3rr-Co3Cu,Co3Cu,NH,-0.9735903739929199,-0.7262768149375916,False
no3rr-Co3Cu,Co3Cu,NH3,-0.6937722563743591,-0.7262768149375916,True
no3rr-Pd3Cu,CuPd3,NO3,5.403201103210449,-0.738595724105835,False
no3rr-Pd3Cu,CuPd3,NO2,3.900876522064209,-0.738595724105835,False
no3rr-Pd3Cu,CuPd3,NO,1.7669143676757812,-0.738595724105835,False
no3rr-Pd3Cu,CuPd3,N,0.8967573046684265,-0.738595724105835,False
no3rr-Pd3Cu,CuPd3,NH,1.7959258556365967,-0.738595724105835,False
no3rr-Pd3Cu,CuPd3,NH3,-0.9461102485656738,-0.738595724105835,False
no3rr-Ni3Fe,FeNi3,NO3,4.784142971038818,-0.751135528087616,False
no3rr-Ni3Fe,FeNi3,NO2,3.2777748107910156,-0.751135528087616,False
no3rr-Ni3Fe,FeNi3,NO,0.5187320113182068,-0.751135528087616,False
no3rr-Ni3Fe,FeNi3,N,-1.8266308307647705,-0.751135528087616,False
no3rr-Ni3Fe,FeNi3,NH,-1.8496153354644775,-0.751135528087616,False
no3rr-Ni3Fe,FeNi3,NH3,-0.9422321319580078,-0.751135528087616,False
no3rr-Ni3Co,CoNi3,NO3,4.2506608963012695,-0.7419377565383911,True
no3rr-Ni3Co,CoNi3,NO2,0.7995097041130066,-0.7419377565383911,True
no3rr-Ni3Co,CoNi3,NO,0.6342384219169617,-0.7419377565383911,False
no3rr-Ni3Co,CoNi3,N,-1.5499147176742554,-0.7419377565383911,False
no3rr-Ni3Co,CoNi3,NH,-1.6735626459121704,-0.7419377565383911,False
no3rr-Ni3Co,CoNi3,NH3,-0.9303296804428101,-0.7419377565383911,True
no3rr-Co3Pd,Co3Pd,NO3,5.370040416717529,-0.7514986395835876,False
no3rr-Co3Pd,Co3Pd,NO2,4.214241981506348,-0.7514986395835876,False
no3rr-Co3Pd,Co3Pd,NO,1.2007369995117188,-0.7514986395835876,False
no3rr-Co3Pd,Co3Pd,N,0.5495666861534119,-0.7514986395835876,False
no3rr-Co3Pd,Co3Pd,NH,0.005118668079376221,-0.7514986395835876,False
no3rr-Co3Pd,Co3Pd,NH3,-1.0859489440917969,-0.7514986395835876,False
