bulk_id,formula,adsorbate,E_adslab,E_slab,anomaly
mp-30,Cu,NO3,5.3955769538879395,-0.7831258177757263,False
mp-30,Cu,NO2,3.6217827796936035,-0.7831258177757263,False
mp-30,Cu,NO,2.7394604682922363,-0.7831258177757263,False
mp-30,Cu,N,0.736655056476593,-0.7831258177757263,False
mp-30,Cu,NH,-0.23241323232650757,-0.7831258177757263,False
mp-30,Cu,NH3,-1.1889816522598267,-0.7831258177757263,False
mp-23,Ni,NO3,4.786559104919434,-0.7578598260879517,True
mp-23,Ni,NO2,2.9977855682373047,-0.7578598260879517,False
mp-23,Ni,NO,1.136641263961792,-0.7578598260879517,False
mp-23,Ni,N,-0.9342576265335083,-0.7578598260879517,False
mp-23,Ni,NH,-1.0978621244430542,-0.7578598260879517,False
mp-23,Ni,NH3,-0.8942129015922546,-0.7578598260879517,False
mp-54,Co,NO3,4.713042259216309,-0.7310293316841125,False
mp-54,Co,NO2,2.635201930999756,-0.7310293316841125,False
mp-54,Co,NO,0.4059622883796692,-0.7310293316841125,False
mp-54,Co,N,-1.6580359935760498,-0.7310293316841125,False
mp-54,Co,NH,-1.7259187698364258,-0.7310293316841125,False
mp-54,Co,NH3,-1.6492986679077148,-0.7310293316841125,False
mp-2,Pd,NO3,5.6897053718566895,-0.7537174224853516,False
mp-2,Pd,NO2,3.8873205184936523,-0.7537174224853516,False
mp-2,Pd,NO,1.551018238067627,-0.7537174224853516,False
mp-2,Pd,N,0.6358500123023987,-0.7537174224853516,False
mp-2,Pd,NH,1.6373987197875977,-0.7537174224853516,False
mp-2,Pd,NH3,-1.3681964874267578,-0.7537174224853516,False
mp-74,Rh,NO3,5.253150463104248,-0.7556792497634888,False
mp-74,Rh,NO2,3.0439250469207764,-0.7556792497634888,False
mp-74,Rh,NO,0.9760851263999939,-0.7556792497634888,False
mp-74,Rh,N,-0.33323779702186584,-0.7556792497634888,False
mp-74,Rh,NH,-1.0050606727600098,-0.7556792497634888,False
mp-74,Rh,NH3,-1.4331238269805908,-0.7556792497634888,False
mp-126,Pt,NO3,6.038579940795898,-0.7397299408912659,False
