bulk_id,adsorbate,E_adslab,E_slab,anomaly
mp-30,CO,-0.7090100049972534,-0.7530235052108765,False
mp-30,H,-0.09678345918655396,-0.7530235052108765,False
mp-30,CHO,0.17453539371490479,-0.7530235052108765,False
mp-30,COOH,0.2513226866722107,-0.7530235052108765,False
mp-81,CO,-0.13964492082595825,-0.7566913366317749,False
mp-81,H,0.2239329218864441,-0.7566913366317749,False
mp-81,CHO,0.07793080806732178,-0.7566913366317749,False
mp-81,COOH,0.5954980254173279,-0.7566913366317749,False
mp-124,CO,0.0015295743942260742,-0.7569282054901123,False
mp-124,H,0.8249892592430115,-0.7569282054901123,False
mp-124,CHO,0.510563313961029,-0.7569282054901123,False
mp-124,COOH,0.6302486062049866,-0.7569282054901123,False
mp-79,CO,-0.3159496486186981,-0.7556470632553101,False
mp-79,H,0.3327574133872986,-0.7556470632553101,False
mp-79,CHO,-0.08235281705856323,-0.7556470632553101,False
mp-79,COOH,-0.029139935970306396,-0.7556470632553101,False
mp-117,CO,1.0220913887023926,0.1337488889694214,True
mp-117,H,-0.9855258464813232,0.1337488889694214,False
mp-117,CHO,-2.4149694442749023,0.1337488889694214,False
mp-117,COOH,-2.2708723545074463,0.1337488889694214,False
mp-85,CO,0.15233266353607178,-0.7483311295509338,False
mp-85,H,0.8754803538322449,-0.7483311295509338,False
mp-85,CHO,0.4369811415672302,-0.7483311295509338,False
mp-85,COOH,0.6588465571403503,-0.7483311295509338,False
mp-23152,CO,-0.27155229449272156,-0.7542332410812378,False
mp-23152,H,0.5608931183815002,-0.7542332410812378,False
mp-23152,CHO,0.2158571481704712,-0.7542332410812378,False
mp-23152,COOH,0.5482783913612366,-0.7542332410812378,False
mp-20483,CO,-0.35631030797958374,-0.7630167603492737,True
mp-20483,H,0.7462909817695618,-0.7630167603492737,False
mp-20483,CHO,0.49579113721847534,-0.7630167603492737,False
mp-20483,COOH,0.4350106120109558,-0.7630167603492737,False
mp-126,CO,-1.3055906295776367,-0.7620396614074707,False
mp-126,H,-0.35336560010910034,-0.7620396614074707,False
mp-126,CHO,-0.9019729495048523,-0.7620396614074707,False
mp-126,COOH,-0.32466283440589905,-0.7620396614074707,False
mp-2,CO,-1.1778297424316406,-0.7521287798881531,False
mp-2,H,-0.30128002166748047,-0.7521287798881531,False
mp-2,CHO,-0.689191460609436,-0.7521287798881531,False
mp-2,COOH,-0.059913694858551025,-0.7521287798881531,False
mp-23,CO,-1.407239556312561,-0.7475599050521851,False
mp-23,H,0.10203999280929565,-0.7475599050521851,False
mp-23,CHO,-0.9639843702316284,-0.7475599050521851,False
mp-23,COOH,-0.5283313989639282,-0.7475599050521851,False
mp-13,CO,-1.6906402111053467,-0.7009626626968384,False
mp-13,H,-0.011668503284454346,-0.7009626626968384,False
mp-13,CHO,-2.132699489593506,-0.7009626626968384,True
mp-13,COOH,-0.9878237843513489,-0.7009626626968384,False
mp-54,CO,-1.7996203899383545,-0.7405192255973816,False
mp-54,H,-0.32948267459869385,-0.7405192255973816,False
mp-54,CHO,-2.3578014373779297,-0.7405192255973816,True
mp-54,COOH,-0.7652822136878967,-0.7405192255973816,False
mp-1184018,CO,-0.6908734440803528,-0.7549863457679749,False
mp-1184018,H,0.29474347829818726,-0.7549863457679749,False
mp-1184018,CHO,0.1236501932144165,-0.7549863457679749,False
mp-1184018,COOH,0.6699623465538025,-0.7549863457679749,False
mp-1184011,CO,-0.48249736428260803,-0.7496352791786194,False
mp-1184011,H,0.7894371151924133,-0.7496352791786194,False
mp-1184011,CHO,0.29117196798324585,-0.7496352791786194,False
mp-1184011,COOH,0.37745171785354614,-0.7496352791786194,False
mp-1215401,CO,-0.3169577717781067,-0.7587304711341858,False
mp-1215401,H,0.5023757815361023,-0.7587304711341858,False
mp-1215401,CHO,0.10728615522384644,-0.7587304711341858,False
mp-1215401,COOH,-1.0543227195739746,-0.7587304711341858,True
mp-10598,CO,0.26588982343673706,-0.4610790014266968,False
mp-10598,H,1.0509393215179443,-0.4610790014266968,False
mp-10598,CHO,0.20285379886627197,-0.4610790014266968,False
mp-10598,COOH,0.7130857110023499,-0.4610790014266968,False
mp-1018029,CO,-1.1218844652175903,-0.7488080859184265,False
mp-1018029,H,0.0078051090240478516,-0.7488080859184265,False
mp-1018029,CHO,-0.1091841459274292,-0.7488080859184265,False
mp-1018029,COOH,-0.16304904222488403,-0.7488080859184265,False
mp-12086,CO,-1.3352361917495728,-0.7209880352020264,False
mp-12086,H,-0.030430734157562256,-0.7209880352020264,False
mp-12086,CHO,-0.6674487590789795,-0.7209880352020264,False
mp-12086,COOH,-0.31959816813468933,-0.7209880352020264,False
mp-21985,CO,-0.5028044581413269,-0.7430370450019836,False
mp-21985,H,0.2585079073905945,-0.7430370450019836,False
mp-21985,CHO,0.24446505308151245,-0.7430370450019836,False
mp-21985,COOH,-0.2037450671195984,-0.7430370450019836,True
mp-1183995,CO,-0.5196378827095032,-0.7417561411857605,False
mp-1183995,H,0.21366071701049805,-0.7417561411857605,False
mp-1183995,CHO,0.22534126043319702,-0.7417561411857605,False
mp-1183995,COOH,0.40824395418167114,-0.7417561411857605,False
mp-1008555,CO,-0.3787044584751129,-0.7637969255447388,False
mp-1008555,H,0.16826313734054565,-0.7637969255447388,False
mp-1008555,CHO,-0.08531427383422852,-0.7637969255447388,False
mp-1008555,COOH,0.5174040198326111,-0.7637969255447388,False
