bulk_id,adsorbate,E_adslab,E_slab,anomaly
mp-30,CO,-0.6950765252113342,-0.7530096769332886,False
mp-30,H,-0.10068923234939575,-0.7530096769332886,False
mp-30,CHO,0.15842992067337036,-0.7530096769332886,False
mp-30,COOH,0.2627560496330261,-0.7530096769332886,False
mp-81,CO,-0.389962375164032,-0.7570401430130005,True
mp-81,H,0.30759304761886597,-0.7570401430130005,False
mp-81,CHO,0.14444047212600708,-0.7570401430130005,False
mp-81,COOH,0.5797298550605774,-0.7570401430130005,False
mp-124,CO,-0.17289024591445923,-0.7569740414619446,False
mp-124,H,0.3646854758262634,-0.7569740414619446,False
mp-124,CHO,0.49604207277297974,-0.7569740414619446,False
mp-124,COOH,0.9963898062705994,-0.7569740414619446,False
mp-79,CO,-0.27152061462402344,-0.7663363814353943,False
mp-79,H,0.3846023678779602,-0.7663363814353943,False
mp-79,CHO,0.9655385613441467,-0.7663363814353943,False
mp-79,COOH,-0.08640003204345703,-0.7663363814353943,False
mp-117,CO,-1.5998867750167847,0.13137805461883545,True
mp-117,H,0.7940159440040588,0.13137805461883545,False
mp-117,CHO,-2.613346576690674,0.13137805461883545,False
mp-117,COOH,-2.3742988109588623,0.13137805461883545,False
mp-85,CO,-0.4053451120853424,-0.7476931810379028,True
mp-85,H,0.7524057030677795,-0.7476931810379028,False
mp-85,CHO,1.2202811241149902,-0.7476931810379028,False
mp-85,COOH,-0.23550009727478027,-0.7476931810379028,True
mp-23152,CO,-0.33095109462738037,-0.7544561624526978,False
mp-23152,H,0.6673600077629089,-0.7544561624526978,False
mp-23152,CHO,0.48693305253982544,-0.7544561624526978,False
mp-23152,COOH,0.40251797437667847,-0.7544561624526978,False
mp-20483,CO,-0.3683033585548401,-0.7629547119140625,True
mp-20483,H,0.7496488690376282,-0.7629547119140625,False
mp-20483,CHO,0.4542883038520813,-0.7629547119140625,False
mp-20483,COOH,1.1147406101226807,-0.7629547119140625,False
mp-126,CO,-1.4936206340789795,-0.7620521783828735,False
mp-126,H,-0.3051126301288605,-0.7620521783828735,False
mp-126,CHO,-0.5181275606155396,-0.7620521783828735,False
mp-126,COOH,0.5508244633674622,-0.7620521783828735,False
mp-2,CO,-1.1558730602264404,-0.7521729469299316,False
mp-2,H,-0.3126934766769409,-0.7521729469299316,False
mp-2,CHO,-1.517404556274414,-0.7521729469299316,True
mp-2,COOH,-0.06588464975357056,-0.7521729469299316,False
mp-23,CO,-1.8281915187835693,-0.7478289008140564,False
mp-23,H,-0.47058725357055664,-0.7478289008140564,False
mp-23,CHO,-0.9789518117904663,-0.7478289008140564,False
mp-23,COOH,-0.5037099719047546,-0.7478289008140564,False
mp-13,CO,-1.6672394275665283,-0.7013906836509705,False
mp-13,H,0.11144942045211792,-0.7013906836509705,False
mp-13,CHO,-1.0127551555633545,-0.7013906836509705,False
mp-13,COOH,-0.03266942501068115,-0.7013906836509705,False
mp-54,CO,-0.11533010005950928,-0.7405567169189453,False
mp-54,H,-0.48096907138824463,-0.7405567169189453,False
mp-54,CHO,-0.8168796896934509,-0.7405567169189453,True
mp-54,COOH,-0.9231619834899902,-0.7405567169189453,True
mp-1184018,CO,-0.8052956461906433,-0.7550373077392578,False
mp-1184018,H,0.31150132417678833,-0.7550373077392578,False
mp-1184018,CHO,0.17993557453155518,-0.7550373077392578,False
mp-1184018,COOH,0.30698055028915405,-0.7550373077392578,False
mp-1184011,CO,-0.7862609028816223,-0.7496365904808044,False
mp-1184011,H,0.1294456124305725,-0.7496365904808044,False
mp-1184011,CHO,-0.08738958835601807,-0.7496365904808044,False
mp-1184011,COOH,0.5818882584571838,-0.7496365904808044,False
mp-1215401,CO,-0.34165212512016296,-0.7588016390800476,False
mp-1215401,H,0.43370527029037476,-0.7588016390800476,False
mp-1215401,CHO,-0.26142874360084534,-0.7588016390800476,True
mp-1215401,COOH,0.13595706224441528,-0.7588016390800476,False
mp-10598,CO,-0.06977534294128418,-0.4670996069908142,False
mp-10598,H,0.9358487725257874,-0.4670996069908142,False
mp-10598,CHO,1.104945421218872,-0.4670996069908142,False
mp-10598,COOH,0.47515004873275757,-0.4670996069908142,False
mp-1018029,CO,-0.37286558747291565,-0.7491873502731323,False
mp-1018029,H,-0.06384247541427612,-0.7491873502731323,False
mp-1018029,CHO,-0.1630651354789734,-0.7491873502731323,False
mp-1018029,COOH,-0.3341222107410431,-0.7491873502731323,False
mp-12086,CO,-0.41764116287231445,-0.7210008502006531,False
mp-12086,H,0.300664484500885,-0.7210008502006531,False
mp-12086,CHO,-0.6649503707885742,-0.7210008502006531,False
mp-12086,COOH,1.2142164707183838,-0.7210008502006531,False
mp-21985,CO,-0.840665340423584,-0.7431951761245728,False
mp-21985,H,-0.015396058559417725,-0.7431951761245728,False
mp-21985,CHO,0.8581722378730774,-0.7431951761245728,False
mp-21985,COOH,-0.10300898551940918,-0.7431951761245728,False
mp-1183995,CO,-0.35072338581085205,-0.7416784763336182,True
mp-1183995,H,0.17264729738235474,-0.7416784763336182,False
mp-1183995,CHO,-0.062262773513793945,-0.7416784763336182,True
mp-1183995,COOH,0.9878625273704529,-0.7416784763336182,False
mp-1008555,CO,-0.35157814621925354,-0.7638031244277954,True
mp-1008555,H,0.11883431673049927,-0.7638031244277954,False
mp-1008555,CHO,0.15537863969802856,-0.7638031244277954,False
mp-1008555,COOH,1.0327038764953613,-0.7638031244277954,False
